year,tag,site,treatment,species,ecoGrp,height,heightNext,diam,diamNext,canopyCover,shrubCover,grassCover,green,scorchHt,resprout,died
2,940,Shark Bay A,Annual,Aexce,Pantropical,210.2,NA,1.7,NA,0.677591146,0,5,Yes,0,None,No
1,675,Imalu,Annual,Echlo,Pantropical,99,130,1,1.4,0.336028646,0,10,No,300,Basal,No
2,794,Shark Bay B,Annual,Pcare,Pantropical,120.5,130,1.8,1.6,0.305221354,4.5,0.5,No,300,Basal,No
1,931,Pikertaramoor,Annual,Cneso,Eucalypt,97.5,130,NA,NA,0.306321615,NA,NA,No,200,Basal,No
2,958,Shark Bay B,Annual,Aexce,Pantropical,42,130,NA,0.6,0.361685454,15.75,19.25,No,400,Basal,No
2,2254,Shark Bay C,Annual,Cneso,Eucalypt,93.5,130,NA,0.7,0.191283803,8.5,76.5,No,400,Basal,No
1,943,Shark Bay B,Annual,Etetr,Eucalypt,445.6,92,4.3,4.7,0.037229818,8.5,76.5,Yes,140,None,No
2,983,Pikertaramoor,Annual,Etetr,Eucalypt,118,130.5,NA,0.8,0.235572917,NA,NA,No,1200,Basal,No
1,560,Taracumbi,Annual,Aexce,Pantropical,205.8,131,2.1,NA,0.136539714,15,15,No,600,Basal,No
1,945,Shark Bay B,Annual,Tferd,Pantropical,204.4,244.3,3.1,3.9,0.288063151,1,9,Yes,170,None,No
2,667,Shark Bay A,Annual,Emini,Eucalypt,152.4,131,1.1,0.8,0.388092448,4.75,0.25,No,160,Basal,No
1,612,Taracumbi,Annual,Etetr,Eucalypt,144.2,132,1,NA,0.206789195,17.5,17.5,No,600,Basal,No
2,2294,Shark Bay A,Annual,Gheli,Proteaceae,NA,132.5,NA,1,0.413232422,NA,NA,No,120,Epicormic,No
1,964,Pikertaramoor,Annual,Cneso,Eucalypt,92,133,NA,NA,0.216673177,NA,NA,No,160,Basal,No
2,734,Taracumbi,Annual,Aexce,Pantropical,106,133.5,NA,0.4,0.393128255,NA,NA,No,1800,Basal,No
2,19,Taracumbi,Annual,Alate,Acacia,150,134,0.9,0.8,0.188863932,24.5,10.5,No,1200,Basal,No
2,948,Shark Bay B,Annual,Aexce,Pantropical,102,134,NA,0.9,0.576082953,0.5,9.5,No,300,Basal,No
1,949,Shark Bay B,Annual,Aexce,Pantropical,439,497.5,3.3,4,0.504238272,14.25,0.75,Yes,0,None,No
1,591,Imalu,Annual,Pcare,Pantropical,121,134.5,2.1,2.7,0.392252604,0.75,14.25,No,390,Both,No
2,950,Shark Bay B,Annual,Etetr,Eucalypt,39.5,30,NA,NA,0.357695312,17,3,Yes,0,None,No
1,950,Shark Bay B,Annual,Etetr,Eucalypt,121,39.5,NA,NA,0.357695312,17,3,Yes,110,Basal,No
1,950,Shark Bay B,Annual,Etetr,Eucalypt,121,39.5,NA,NA,0.357695312,17,3,Yes,110,Basal,No
1,951,Pikertaramoor,Annual,Etetr,Eucalypt,458.6,478,4,3.6,0.13164388,NA,NA,Yes,150,Basal,No
2,716,Shark Bay A,Annual,Pcare,Pantropical,110,134.5,1.8,1.1,0.479130859,2.5,2.5,No,250,None,No
2,319,Imalu,Annual,Pcare,Pantropical,155.8,134.7,3.5,1.4,0.39843099,0.5,9.5,No,1800,Basal,No
2,676,Imalu,Annual,Etetr,Eucalypt,289.3,134.9,2.4,0.7,0.272272135,0.5,9.5,No,1500,Basal,No
1,953,Shark Bay B,Annual,Etetr,Eucalypt,226.2,250.4,1.7,2.9,0.128262718,7,3,Yes,145,None,No
1,255,Imalu,Annual,Bobov,Pantropical,96.5,135,2.9,3.4,0.332568359,0,55,No,200,None,No
2,1000,Pikertaramoor,Annual,Emini,Eucalypt,136,135,0.9,1,0.345647786,NA,NA,No,1000,Basal,No
2,1275,Taracumbi,Annual,Gheli,Proteaceae,322.5,135,2.7,1.3,0.338822793,29.75,5.25,No,800,Both,No
2,289,Imalu,Annual,Echlo,Pantropical,109,135.5,1.4,1.3,0.341216064,4.5,25.5,No,1200,Basal,No
2,955,Shark Bay B,Annual,Pcare,Pantropical,80,90,NA,0.6,0.356461589,1.5,13.5,Yes,170,Basal,No
2,955,Shark Bay B,Annual,Pcare,Pantropical,80,90,NA,0.6,0.356461589,1.5,13.5,Yes,170,Basal,No
2,956,Shark Bay B,Annual,Pcare,Pantropical,312,336.9,4.8,5,0.449944661,4,16,Yes,200,Epicormic,No
1,956,Shark Bay B,Annual,Pcare,Pantropical,333.5,312,4.8,4.8,0.449944661,4,16,Yes,160,None,No
1,957,Shark Bay B,Annual,Tferd,Pantropical,112.5,176.5,1.8,2.8,0.318105469,22.5,22.5,Yes,110,None,No
2,661,Shark Bay C,Annual,Alate,Acacia,104.5,135.5,NA,0.5,0.187529297,18,2,No,350,Basal,No
1,1000,Pikertaramoor,Annual,Emini,Eucalypt,90,136,NA,0.9,0.345647786,NA,NA,No,190,Basal,No
2,531,Imalu,Annual,Emini,Eucalypt,90,136.5,NA,1,0.304023437,3,27,No,2000,Basal,No
1,959,Shark Bay B,Annual,Bobov,Pantropical,81,90,2.4,2.2,0.204407552,5,5,Yes,0,None,No
2,959,Shark Bay B,Annual,Bobov,Pantropical,90,111,2.2,2,0.204407552,5,5,Yes,50,None,No
2,1239,Shark Bay A,Annual,Cneso,Eucalypt,187.2,137,1,0.8,0.490556641,9.5,0.5,No,220,Basal,No
1,961,Shark Bay B,Annual,Etetr,Eucalypt,83,83,NA,NA,0.316106771,12.75,2.25,Yes,50,None,No
2,2283,Shark Bay C,Annual,Emini,Eucalypt,104.5,137,NA,0.9,0.274151272,NA,NA,No,800,Basal,No
2,990,Pikertaramoor,Annual,Etetr,Eucalypt,80,138,NA,0.7,0.32101888,NA,NA,No,1000,Basal,No
2,992,Pikertaramoor,Annual,Etetr,Eucalypt,120,139,NA,0.9,0.195152995,NA,NA,No,800,Basal,No
2,296,Imalu,Annual,Pcare,Pantropical,177,139.5,4.2,2,0.307539183,2.25,42.75,No,1000,Basal,No
2,297,Imalu,Annual,Aexce,Pantropical,86.5,139.5,NA,0.7,0.353027344,11.4,18.6,No,1000,Basal,No
2,2292,Imalu,Annual,Gheli,Proteaceae,70,139.5,NA,1.2,0.359274089,15,5,No,1500,Basal,No
2,22B,Pikertaramoor,Annual,Emini,Eucalypt,53,139.5,NA,1,0.379000651,NA,NA,No,1000,Basal,No
2,266,Imalu,Annual,Bobov,Pantropical,67,140,1.3,1.7,0.375332031,38.5,16.5,No,800,Basal,No
1,966,Shark Bay A,Annual,Aexce,Pantropical,190.4,70,NA,NA,0.636871745,20,0,Yes,70,Basal,No
1,966,Shark Bay A,Annual,Aexce,Pantropical,190.4,70,NA,NA,0.636871745,20,0,Yes,70,Basal,No
1,274,Imalu,Annual,Aexce,Pantropical,106,140,NA,1.2,0.297449955,2.75,52.25,No,330,Basal,No
1,573,Imalu,Annual,Etetr,Eucalypt,206.4,140,1.5,1,0.184036727,13,7,No,300,Basal,No
2,668,Taracumbi,Annual,Etetr,Eucalypt,349.1,140,3.4,3.2,0.039007161,8,32,No,2500,Both,No
1,762,Taracumbi,Annual,Etetr,Eucalypt,110,140,1.2,NA,0.202783203,24.5,10.5,No,330,Basal,No
2,664,Taracumbi,Annual,Emini,Eucalypt,110,141,NA,0.9,0.208753255,12.5,12.5,No,1000,Basal,No
2,730,Pikertaramoor,Annual,Gheli,Proteaceae,115,141,1.1,1.1,0.351201172,NA,NA,No,1000,Epicormic,No
1,970,Pikertaramoor,Annual,Emini,Eucalypt,170.5,211.5,1.5,1.5,0.204101562,NA,NA,Yes,130,Both,No
2,739,Taracumbi,Annual,Emini,Eucalypt,146.2,141,1.5,1.2,0.229313151,16.5,38.5,No,1000,Basal,No
2,310,Shark Bay B,Annual,Cneso,Eucalypt,51.5,141.4,NA,0.6,0.313089193,14,21,No,200,Basal,No
2,260,Imalu,Annual,Bobov,Pantropical,190,141.5,2.7,1.5,0.556731771,NA,NA,No,1500,Basal,No
2,547,Taracumbi,Annual,Cneso,Eucalypt,52,141.5,NA,0.7,0.163427498,45,5,No,1200,Basal,No
2,572,Imalu,Annual,Emini,Eucalypt,104,141.5,1,0.8,0.4628125,1.6,18.4,No,800,Basal,No
1,753,Taracumbi,Annual,Echlo,Pantropical,122,141.5,1.4,1.2,0.194199219,21.25,3.75,No,250,Basal,No
1,614A,Taracumbi,Annual,Emini,Eucalypt,126,141.5,1,1,0.366529993,24,6,No,340,Basal,No
1,530,Imalu,Annual,Bmega,Pantropical,66.5,141.8,1.4,2.4,0.385012079,1.8,13.2,No,200,None,No
1,974,Pikertaramoor,Annual,Cneso,Eucalypt,121.5,90,NA,NA,0.187991536,NA,NA,Yes,50,Basal,No
1,974,Pikertaramoor,Annual,Cneso,Eucalypt,121.5,90,NA,NA,0.187991536,NA,NA,Yes,50,Basal,No
2,975,Shark Bay B,Annual,Etetr,Eucalypt,444.5,499.5,3.3,3.5,0.281041667,0.5,9.5,Yes,250,None,No
1,975,Shark Bay B,Annual,Etetr,Eucalypt,462.5,444.5,3.4,3.3,0.281041667,0.5,9.5,Yes,130,Epicormic,No
1,976,Pikertaramoor,Annual,Aexce,Pantropical,68.5,120,NA,NA,0.306386719,NA,NA,Yes,70,Epicormic,No
1,715,Taracumbi,Annual,Emini,Eucalypt,52,141.9,NA,1,0.141285807,NA,NA,No,900,Basal,No
1,977,Pikertaramoor,Annual,Etetr,Eucalypt,231.6,290.5,1.9,2.2,0.19210612,NA,NA,Yes,160,Basal,No
2,743,Taracumbi,Annual,Emini,Eucalypt,118,142,NA,0.4,0.283203125,2,18,No,1800,Basal,No
2,318,Imalu,Annual,Echlo,Pantropical,83,143.5,1,1.2,0.415748698,30,10,No,2000,Basal,No
2,698,Imalu,Annual,Bobov,Pantropical,129,143.5,2.2,1.6,0.179035439,10,15,No,1500,Basal,No
1,1003,Shark Bay C,Annual,Alate,Acacia,167,144,1,NA,0.294807943,10.5,4.5,No,200,Basal,No
1,1004,Pikertaramoor,Annual,Cneso,Eucalypt,142.9,144,NA,NA,0.201389974,NA,NA,No,190,Basal,No
2,251,Imalu,Annual,Cneso,Eucalypt,44,144.1,NA,0.7,0.151641905,27,18,No,1200,Basal,No
2,648,Imalu,Annual,Gheli,Proteaceae,82,144.2,NA,1,0.322460937,5,5,No,1800,Basal,No
2,270,Imalu,Annual,Aexce,Pantropical,125,144.5,NA,1,0.399527995,1,9,No,1500,Basal,No
2,532,Imalu,Annual,Bmega,Pantropical,100.5,145,1.7,2.1,0.337373047,12,3,No,800,Basal,No
2,555,Taracumbi,Annual,Cneso,Eucalypt,120,145,NA,0.6,0.374117084,4,36,No,1500,Basal,No
2,977,Pikertaramoor,Annual,Etetr,Eucalypt,290.5,145,2.2,0.8,0.19210612,NA,NA,No,1200,Basal,No
1,2246,Pikertaramoor,Annual,Gheli,Proteaceae,60,145,NA,1.2,0.277539062,NA,NA,No,100,Basal,No
1,2225,Shark Bay C,Annual,Aexce,Pantropical,212.9,145.5,1.7,1,0.227786458,12,8,No,300,Basal,No
1,538,Taracumbi,Annual,Aexce,Pantropical,182,146,1.2,NA,0.118802083,5,45,No,600,Basal,No
2,2299,Imalu,Annual,Gheli,Proteaceae,176.5,146.1,1.2,1.1,0.245266927,8,12,No,1500,Basal,No
1,739,Taracumbi,Annual,Emini,Eucalypt,71.5,146.2,NA,1.5,0.229313151,16.5,38.5,No,230,Basal,No
1,986,Pikertaramoor,Annual,Aexce,Pantropical,192.5,114,1,NA,0.213590495,NA,NA,Yes,180,Basal,No
1,986,Pikertaramoor,Annual,Aexce,Pantropical,192.5,114,1,NA,0.213590495,NA,NA,Yes,180,Basal,No
2,987,Shark Bay A,Annual,Aexce,Pantropical,168.6,247,1.5,1.5,0.395872396,0,0,Yes,150,Epicormic,No
1,987,Shark Bay A,Annual,Aexce,Pantropical,299,168.6,2.3,1.5,0.395872396,0,0,Yes,240,Basal,No
1,987,Shark Bay A,Annual,Aexce,Pantropical,299,168.6,2.3,1.5,0.395872396,0,0,Yes,240,Basal,No
1,706,Imalu,Annual,Cneso,Eucalypt,111,146.7,NA,0.8,0.346546224,6.25,18.75,No,390,Basal,No
2,2274,Taracumbi,Annual,Gheli,Proteaceae,110,147,1.4,1.5,0.321406423,14,21,No,1500,Basal,No
1,1216,Shark Bay A,Annual,Tferd,Pantropical,97.5,148,1.4,1.8,0.455677083,3,2,No,150,None,No
1,770,Shark Bay B,Annual,Etetr,Eucalypt,163.6,148.2,NA,NA,0.130919933,NA,NA,No,250,Basal,No
2,2231,Shark Bay C,Annual,Aexce,Pantropical,100,148.3,NA,1,0.460696615,20,5,No,800,Basal,No
1,982,Pikertaramoor,Annual,Cneso,Eucalypt,146.6,150,NA,NA,0.218460286,NA,NA,No,170,Basal,No
2,659,Shark Bay C,Annual,Tferd,Pantropical,60,150.5,NA,1.5,0.42702474,39,26,No,300,Basal,No
1,1219,Shark Bay A,Annual,Tferd,Pantropical,99.5,151,1.1,1.7,0.397972005,NA,NA,No,100,None,No
2,640,Shark Bay C,Annual,Echlo,Pantropical,210,151.5,2.3,1.5,0.41929362,0,5,No,500,Basal,No
2,755,Taracumbi,Annual,Aexce,Pantropical,123,152,NA,0.6,0.100289714,24,16,No,2500,Basal,No
2,996,Pikertaramoor,Annual,Emini,Eucalypt,45,152,NA,1.3,0.337174479,NA,NA,No,1000,Basal,No
2,2298,Shark Bay C,Annual,Gheli,Proteaceae,105,152,1,1.5,0.268802083,34,6,No,500,Basal,No
2,298,Shark Bay B,Annual,Aexce,Pantropical,108.5,152.5,NA,0.8,0.273891094,1.5,8.5,No,200,Basal,No
2,585,Taracumbi,Annual,Cneso,Eucalypt,199.8,152.5,1.4,1,0.434566401,20,0,No,2000,Basal,No
2,924,Shark Bay B,Annual,Aexce,Pantropical,126.5,152.8,1.1,0.9,0.260758932,0,80,No,300,None,No
2,560,Taracumbi,Annual,Aexce,Pantropical,131,153,NA,1,0.136539714,15,15,No,1500,Basal,No
2,591,Imalu,Annual,Pcare,Pantropical,134.5,153,2.7,1.2,0.392252604,0.75,14.25,No,1500,Basal,No
2,993,Pikertaramoor,Annual,Emini,Eucalypt,32,153,NA,1,0.264788411,NA,NA,No,1000,Basal,No
2,25B,Taracumbi,Annual,Cneso,Eucalypt,110,153.5,NA,0.8,0.144576823,32,48,No,800,Basal,No
2,702,Imalu,Annual,Emini,Eucalypt,74.6,154,NA,1.1,0.343317057,0,15,No,1300,Basal,No
2,731,Taracumbi,Annual,Emini,Eucalypt,110,154.5,1,0.6,0.351946615,14,26,No,1500,Basal,No
2,261,Imalu,Annual,Pcare,Pantropical,283.7,155.5,3.4,1.5,0.418610026,4.5,20.5,No,1800,Both,No
2,680,Taracumbi,Annual,Etetr,Eucalypt,71,155.5,NA,1.3,0.198385417,40.5,4.5,No,1500,Basal,No
2,2288,Shark Bay C,Annual,Emini,Eucalypt,84,157.1,1,1,0.36162181,45,5,No,600,Basal,No
1,566,Shark Bay B,Annual,Emini,Eucalypt,135.5,157.5,1.1,1.1,0.345195312,4,1,No,150,Basal,No
2,1260,Taracumbi,Annual,Gheli,Proteaceae,264.8,157.5,1.8,1.3,0.374171755,10.5,24.5,No,626,Basal,No
1,603,Taracumbi,Annual,Cneso,Eucalypt,83.5,158,NA,NA,0.387838542,10,40,No,300,Basal,No
2,673,Imalu,Annual,Cneso,Eucalypt,70.7,158,NA,1,0.358183594,5,15,No,800,Basal,No
1,742,Taracumbi,Annual,Cneso,Eucalypt,123,158,NA,0.9,0.091276042,21,14,No,270,Basal,No
1,1005,Shark Bay A,Annual,Tferd,Pantropical,112.5,159,1.3,1.9,0.230302734,19,1,Yes,0,None,No
2,750,Taracumbi,Annual,Aexce,Pantropical,120,158,NA,0.8,0.13816649,28,12,No,1500,Basal,No
2,2230,Pikertaramoor,Annual,Gheli,Proteaceae,385.9,158,3.6,1.3,0.362327474,NA,NA,No,1500,Basal,No
2,986,Pikertaramoor,Annual,Aexce,Pantropical,114,158.5,NA,0.8,0.213590495,NA,NA,No,800,Basal,No
2,315,Shark Bay B,Annual,Tferd,Pantropical,NA,159,NA,2.3,0.430585937,NA,NA,No,200,None,No
2,1269,Shark Bay B,Annual,Gheli,Proteaceae,65.5,159,NA,1.4,0.209554036,10,10,No,300,Basal,No
1,2242,Shark Bay C,Annual,Pcare,Pantropical,212.9,159,3.1,2.3,0.353288355,9,6,No,350,Basal,No
2,699,Imalu,Annual,Echlo,Pantropical,269.7,159.5,4.1,1.8,0.441347656,2.5,22.5,No,1200,Basal,No
2,627,Imalu,Annual,Aexce,Pantropical,178.4,159.8,1.3,0.9,0.502440399,6.75,8.25,No,800,Basal,No
2,317,Imalu,Annual,Pcare,Pantropical,73.7,159.9,1,1.9,0.338388672,10.5,4.5,No,350,Basal,No
2,1010,Pikertaramoor,Unburnt,Cneso,Eucalypt,60,98,NA,0.9,0.223473307,NA,NA,NA,0,Epicormic,No
1,1010,Pikertaramoor,Unburnt,Cneso,Eucalypt,148,60,1.1,NA,0.223473307,NA,NA,NA,0,None,No
2,1011,Pikertaramoor,Unburnt,Emini,Eucalypt,45,79.5,NA,0.5,NA,NA,NA,NA,0,Basal,No
1,1011,Pikertaramoor,Unburnt,Emini,Eucalypt,46.5,45,NA,NA,NA,NA,NA,NA,0,Basal,No
1,1012,Pikertaramoor,Unburnt,Pcare,Pantropical,213,305,3.6,3.9,0.164261068,NA,NA,NA,0,None,No
2,1012,Pikertaramoor,Unburnt,Pcare,Pantropical,305,351,3.9,4.6,0.164261068,NA,NA,NA,0,None,No
1,1013,Pikertaramoor,Unburnt,Gheli,Proteaceae,236.5,352.5,2.1,2.8,0.181195024,NA,NA,NA,0,None,No
2,1013,Pikertaramoor,Unburnt,Gheli,Proteaceae,352.5,417,2.8,3.3,0.181195024,NA,NA,NA,0,None,No
1,1014,Pikertaramoor,Unburnt,Emini,Eucalypt,345.1,455.9,2.5,1.4,0.162278646,NA,NA,NA,0,None,No
2,1014,Pikertaramoor,Unburnt,Emini,Eucalypt,455.9,534.5,1.4,3.6,0.162278646,NA,NA,NA,0,None,No
1,1015,Shark Bay A,Unburnt,Cneso,Eucalypt,70,79,NA,NA,0.495117846,0,0,NA,0,None,No
2,1015,Shark Bay A,Unburnt,Cneso,Eucalypt,79,87.5,NA,0.4,0.495117846,0,0,NA,0,None,No
1,1016,Shark Bay C,Unburnt,Bobov,Pantropical,139.5,140.5,3,3.4,0.671354167,2.75,2.25,NA,0,None,No
2,1016,Shark Bay C,Unburnt,Bobov,Pantropical,140.5,144.5,3.4,3.2,0.671354167,2.75,2.25,NA,0,None,No
1,1017,Shark Bay C,Unburnt,Pcare,Pantropical,59.5,68,1.2,1.4,0.399127604,15,0,NA,0,None,No
2,1017,Shark Bay C,Unburnt,Pcare,Pantropical,68,71.5,1.4,1.1,0.399127604,15,0,NA,0,None,No
2,1018,Pikertaramoor,Unburnt,Pcare,Pantropical,106,129,2,2.4,NA,NA,NA,NA,0,Epicormic,No
1,1018,Pikertaramoor,Unburnt,Pcare,Pantropical,123.5,106,1.8,2,NA,NA,NA,NA,0,None,No
2,1019,Pikertaramoor,Unburnt,Cneso,Eucalypt,60,110.5,NA,0.6,NA,NA,NA,NA,0,None,No
1,1019,Pikertaramoor,Unburnt,Cneso,Eucalypt,87.5,60,NA,NA,NA,NA,NA,NA,0,None,No
2,1020,Pikertaramoor,Unburnt,Cneso,Eucalypt,79.5,128,NA,0.8,NA,NA,NA,NA,0,None,No
1,1020,Pikertaramoor,Unburnt,Cneso,Eucalypt,153.5,79.5,NA,NA,NA,NA,NA,NA,0,None,No
1,1021,Pikertaramoor,Unburnt,Emini,Eucalypt,73,82,NA,NA,0.344195964,NA,NA,NA,0,Basal,No
2,1021,Pikertaramoor,Unburnt,Emini,Eucalypt,82,108,NA,0.9,0.344195964,NA,NA,NA,0,None,No
2,1022,Shark Bay B,Unburnt,Echlo,Pantropical,111,141,2.6,2.8,0.525595703,3.75,1.25,NA,0,None,No
1,1022,Shark Bay B,Unburnt,Echlo,Pantropical,120,111,2.6,2.6,0.525595703,3.75,1.25,NA,0,None,No
1,1023,Pikertaramoor,Unburnt,Bmega,Pantropical,156.9,193,2.8,3.2,0.26216942,NA,NA,NA,0,None,No
2,1023,Pikertaramoor,Unburnt,Bmega,Pantropical,193,240,3.2,3.5,0.26216942,NA,NA,NA,0,None,No
1,1024,Pikertaramoor,Unburnt,Cneso,Eucalypt,378,440,2.4,4.1,0.239078776,NA,NA,NA,0,None,No
2,1024,Pikertaramoor,Unburnt,Cneso,Eucalypt,440,480,4.1,4.3,0.239078776,NA,NA,NA,0,None,No
2,1025,Imalu,Unburnt,Gheli,Proteaceae,90,47,1,1.2,0.43195638,5,5,NA,0,None,No
1,1025,Imalu,Unburnt,Gheli,Proteaceae,102,90,1,1,0.43195638,5,5,NA,0,Epicormic,No
1,1026,Taracumbi,Unburnt,Aexce,Pantropical,211.5,246,2,2.2,0.41882487,4,6,NA,0,None,No
2,1026,Taracumbi,Unburnt,Aexce,Pantropical,246,279.5,2.2,2.5,0.41882487,4,6,NA,0,None,No
2,1027,Pikertaramoor,Unburnt,Emini,Eucalypt,32.5,63,NA,0.4,NA,NA,NA,NA,0,Basal,No
1,1027,Pikertaramoor,Unburnt,Emini,Eucalypt,44,32.5,NA,NA,NA,NA,NA,NA,0,None,No
1,1028,Pikertaramoor,Unburnt,Aexce,Pantropical,375.7,448.5,4.2,4.8,0.264020182,NA,NA,NA,0,None,No
2,1028,Pikertaramoor,Unburnt,Aexce,Pantropical,448.5,486,4.8,5.6,0.264020182,NA,NA,NA,0,None,No
1,1029,Pikertaramoor,Unburnt,Bmega,Pantropical,46,56.5,1.1,1.4,NA,NA,NA,NA,0,None,No
2,1029,Pikertaramoor,Unburnt,Bmega,Pantropical,56.5,97.5,1.4,1.3,NA,NA,NA,NA,0,None,No
1,1030,Pikertaramoor,Unburnt,Aexce,Pantropical,189.1,270,2.1,2.2,0.272376302,NA,NA,NA,0,None,No
2,1030,Pikertaramoor,Unburnt,Aexce,Pantropical,270,360.5,2.2,2.7,0.272376302,NA,NA,NA,0,None,No
1,1031,Pikertaramoor,Unburnt,Gheli,Proteaceae,461.4,470.5,4.5,4.4,0.333072917,NA,NA,NA,0,None,No
2,1031,Pikertaramoor,Unburnt,Gheli,Proteaceae,470.5,446,4.4,4.1,0.333072917,NA,NA,NA,0,None,No
1,1033,Pikertaramoor,Unburnt,Etetr,Eucalypt,470.5,492,3.3,3.5,0.212682292,NA,NA,NA,0,None,No
2,1033,Pikertaramoor,Unburnt,Etetr,Eucalypt,492,567,3.5,4,0.212682292,NA,NA,NA,0,None,No
1,1034,Taracumbi,Unburnt,Cneso,Eucalypt,120,133.5,NA,NA,0.333701172,4.75,0.25,NA,0,None,No
2,1034,Taracumbi,Unburnt,Cneso,Eucalypt,133.5,30,NA,NA,0.333701172,4.75,0.25,NA,0,Basal,No
2,1035,Shark Bay A,Unburnt,Etetr,Eucalypt,65,16,NA,NA,0.596064453,0.9,0.1,NA,0,None,No
1,1035,Shark Bay A,Unburnt,Etetr,Eucalypt,95,65,1,NA,0.596064453,0.9,0.1,NA,0,None,No
2,1036,Taracumbi,Unburnt,Gheli,Proteaceae,275.5,306.4,2.8,3,0.310722656,5,5,NA,0,None,No
1,1036,Taracumbi,Unburnt,Gheli,Proteaceae,337,275.5,2.9,2.8,0.310722656,5,5,NA,0,None,No
2,1037,Taracumbi,Unburnt,Emini,Eucalypt,42.5,80,NA,1.2,0.217037289,6,4,NA,0,Basal,No
1,1037,Taracumbi,Unburnt,Emini,Eucalypt,101.5,42.5,1,NA,0.217037289,6,4,NA,0,Basal,No
1,1038,Pikertaramoor,Unburnt,Emini,Eucalypt,206.7,341.8,1.7,3.1,0.234532409,NA,NA,NA,0,None,No
2,1038,Pikertaramoor,Unburnt,Emini,Eucalypt,341.8,450,3.1,3.5,0.234532409,NA,NA,NA,0,None,No
1,1039,Pikertaramoor,Unburnt,Bmega,Pantropical,41.5,54,1.3,1.3,0.431679687,NA,NA,NA,0,None,No
2,1039,Pikertaramoor,Unburnt,Bmega,Pantropical,54,100,1.3,2,0.431679687,NA,NA,NA,0,None,No
2,1040,Pikertaramoor,Unburnt,Cneso,Eucalypt,43,60.5,NA,0.4,NA,NA,NA,NA,0,None,No
1,1040,Pikertaramoor,Unburnt,Cneso,Eucalypt,90,43,NA,NA,NA,NA,NA,NA,0,None,No
2,1041,Pikertaramoor,Unburnt,Emini,Eucalypt,84,175,NA,1.1,NA,NA,NA,NA,0,Both,No
1,1041,Pikertaramoor,Unburnt,Emini,Eucalypt,94.5,84,NA,NA,NA,NA,NA,NA,0,None,No
1,1042,Taracumbi,Unburnt,Alate,Acacia,110,148,NA,NA,0.16739939,20,20,NA,0,None,No
2,1042,Taracumbi,Unburnt,Alate,Acacia,148,120,NA,0.8,0.16739939,20,20,NA,0,None,No
1,1043,Pikertaramoor,Unburnt,Pcare,Pantropical,95.5,110.5,1.4,1.5,0.319860026,NA,NA,NA,0,None,No
2,1043,Pikertaramoor,Unburnt,Pcare,Pantropical,110.5,122,1.5,1.7,0.319860026,NA,NA,NA,0,Epicormic,No
1,1044,Pikertaramoor,Unburnt,Pcare,Pantropical,44.5,57,NA,NA,0.321676432,NA,NA,NA,0,None,No
2,1044,Pikertaramoor,Unburnt,Pcare,Pantropical,57,57.5,NA,0.5,0.321676432,NA,NA,NA,0,None,No
2,1045,Pikertaramoor,Unburnt,Cneso,Eucalypt,65,86.5,NA,0.3,0.291845703,NA,NA,NA,0,None,No
1,1045,Pikertaramoor,Unburnt,Cneso,Eucalypt,67,65,NA,NA,0.291845703,NA,NA,NA,0,None,No
2,1047,Shark Bay C,Unburnt,Alate,Acacia,125.5,0,NA,NA,0.607522786,5,5,NA,0,None,Yes
1,1047,Shark Bay C,Unburnt,Alate,Acacia,174.5,0,1.2,NA,0.607522786,5,5,NA,0,None,Yes
1,1048,Shark Bay C,Unburnt,Bobov,Pantropical,110,120,1.3,1.5,0.568134766,5,0,NA,0,None,No
2,1048,Shark Bay C,Unburnt,Bobov,Pantropical,120,130.5,1.5,1.4,0.568134766,5,0,NA,0,None,No
1,1049,Pikertaramoor,Unburnt,Bmega,Pantropical,55.5,59.5,1.3,1.2,0.232301432,NA,NA,NA,0,None,No
2,1049,Pikertaramoor,Unburnt,Bmega,Pantropical,59.5,83,1.2,1.7,0.232301432,NA,NA,NA,0,None,No
1,1050,Pikertaramoor,Unburnt,Etetr,Eucalypt,548.6,589,4.6,4.3,0.28593779,NA,NA,NA,0,None,No
2,1050,Pikertaramoor,Unburnt,Etetr,Eucalypt,589,628,4.3,5.3,0.28593779,NA,NA,NA,0,None,No
1,1051,Pikertaramoor,Unburnt,Bmega,Pantropical,37,38.5,NA,NA,0.254746094,NA,NA,NA,0,Basal,No
2,1051,Pikertaramoor,Unburnt,Bmega,Pantropical,38.5,64,NA,1.1,0.254746094,NA,NA,NA,0,None,No
1,1052,Pikertaramoor,Unburnt,Cneso,Eucalypt,67,100,NA,NA,0.298658854,NA,NA,NA,0,None,No
2,1052,Pikertaramoor,Unburnt,Cneso,Eucalypt,100,100.5,NA,0.5,0.298658854,NA,NA,NA,0,None,No
1,1053,Pikertaramoor,Unburnt,Bmega,Pantropical,43,43,1.2,1,0.138541667,NA,NA,NA,0,None,No
2,1053,Pikertaramoor,Unburnt,Bmega,Pantropical,43,63,1,1,0.138541667,NA,NA,NA,0,None,No
1,1054,Pikertaramoor,Unburnt,Pcare,Pantropical,108.5,121,1.9,2.5,0.310904948,NA,NA,NA,0,None,No
2,1054,Pikertaramoor,Unburnt,Pcare,Pantropical,121,133,2.5,2.3,0.310904948,NA,NA,NA,0,None,No
